Date,Buy_Hold_SPY,Sys_E_Original,Sys_E_Trap_3Tier,R1_Linear,R2_Dual_Score,R3_Vol_Adj,R4_Regime_Mom,R5_Convex,R6_Concave,R7_Full_Kelly
2004-08-13,97058.73638513956,102875.86233524131,102875.86233524131,101209.81499698058,102177.28774428963,101530.36944170136,101891.4054605234,101703.02823012478,100604.60703692694,101736.94317939987
2004-08-20,100037.78222190545,103267.82274844695,103267.82274844695,102004.47624619435,102706.98884689632,101980.58086484602,102247.05702398549,102279.9756007633,101765.02056549079,102682.2032400964
2004-08-27,100916.12823288188,103434.99710554989,103434.99710554989,102320.84417797525,102931.70222976203,102164.36772057334,102516.8940958575,102535.67875332088,102171.89157128398,102998.35683418401
2004-09-03,101522.74682451147,103457.51888435696,103457.51888435696,102482.6579693522,103009.9533747583,102208.40695267689,102632.2467976486,102648.50704686966,102402.97874450695,103142.44575322131
2004-09-10,102373.93977718952,104158.48764822188,104158.48764822188,103215.83195026821,103723.40806765355,102923.881584245,103353.48790623341,103369.15474254442,103154.92911832259,103875.1128640154
2004-09-17,102881.89155186618,104550.17304507318,104550.17304507318,103636.67309046126,104126.89077292812,103332.75413973887,103763.3533170536,103780.61570923778,103588.98514482174,104291.17397744709
2004-09-24,101345.28330346946,105041.32847774426,105041.32847774426,103702.26565959926,104453.604116054,103527.56505947713,104088.92600826258,104017.43537031212,103399.90412943505,104363.63071185409
2004-10-01,103336.55247118729,104345.6302258627,104345.6302258627,103656.73187580983,104018.75741289678,103289.34074837707,103655.5974822351,103744.85370655144,103673.49648013854,104231.4403210625
2004-10-08,102299.98110370914,104593.37547148475,104593.37547148475,103636.61169008432,104163.18766229505,103407.38506270874,103799.52348335487,103832.81058774379,103492.34659562293,104215.28160185958
2004-10-15,101163.43758339646,104982.9865382267,104982.9865382267,103747.9352738623,104450.30847782419,103681.35307315484,104182.65288362179,104072.74717958877,103401.15912103346,104288.26694687034
2004-10-22,100008.62972055038,105532.84151139803,105532.84151139803,104031.58155419359,104908.46635440936,104129.00840140387,104748.93770347175,104497.74175330136,103447.96823945403,104480.39047553705
2004-10-29,102927.3400321237,105621.72739634578,105621.72739634578,104562.4767616882,105148.80583630568,104394.02653365454,104801.87551257804,104790.9829847336,104377.538863626,105172.14923872953
2004-11-05,106637.08388792841,104971.33967220158,104971.33967220158,104832.1796356009,104853.93425271701,104006.24644403635,104507.97683489295,104689.85505675692,105198.26075959243,105429.44411432224
2004-11-12,108010.0589597426,112091.24609963788,109476.84097309916,109396.1609651888,107508.60165836656,105981.83063939307,107859.05510351632,108387.82930516516,110893.58137962887,109023.48570116119
2004-11-19,107080.80484938496,111533.09918699681,108939.58906874592,109023.02296234589,107298.4853780772,105807.29383624453,107594.54657724565,108079.31057311218,110437.69711177898,108752.05004464534
2004-11-26,107928.9312987222,118356.79730112561,113343.38787338322,113507.51939098314,109714.63240781918,107870.74950806478,110702.12082088609,111745.26126276817,115968.6207275932,111944.96514836044
2004-12-03,108749.70785339792,119574.41979958132,113456.66235283586,114321.69202973736,110184.26232299067,108302.0714147604,111285.44537553308,112421.53384701627,116961.68390552748,112543.14089710971
2004-12-10,108822.5891067856,116941.84764403131,113014.84969865365,113211.50852815124,109942.82161518613,107657.54989474286,111041.59170593142,111766.66575780108,115213.00806639621,111775.07230537604
2004-12-17,109437.47482566512,117638.16247047516,113243.55600128313,113569.0786484577,110004.63070162851,107857.82623381064,111104.01851324474,112007.21664276994,115720.68505438336,111944.56399492394
2004-12-24,110656.0887495794,119239.68697185862,113638.56130154783,114568.16877578401,110574.9621091912,108611.85030575977,111680.04982083941,112810.15411793003,116982.00451766685,112719.66900285585
2004-12-31,110747.74197612108,120521.81313971522,115286.41273895948,115361.84573237845,110948.24146131364,109171.38356697753,112057.05973200682,113436.3720209942,117992.12760215018,113247.32634813161
2005-01-07,108521.19119565454,118026.9255083517,114978.06977415532,113636.1651884552,109880.12956599212,107829.34145575266,110774.01392333995,111973.88839886562,115924.69492427196,111935.16990492186
2005-01-14,108337.97798084846,118497.7595036584,113512.28514424636,114206.31735417676,110516.16546924756,108435.31304714989,111415.22403367794,112574.6246056012,116454.30541319365,112541.54285087436
2005-01-21,107000.2055386023,115827.42955925944,113488.44863027816,112859.27035143977,109937.99774417147,107669.21707082672,110832.35286415371,111628.63919286086,114548.16006343254,111497.6529610558
2005-01-28,107595.77021447291,118124.70297762056,116018.07710410544,113888.93627149904,110548.52790474772,108459.33978682489,111228.02942744837,112354.13035200545,116068.5388268845,112603.35216948915
2005-02-04,110161.27321218712,126249.71746092015,120114.48882504836,118366.04416364398,113265.2668402336,111870.0859723661,113232.9930437962,115801.03939794225,122048.26871106823,116661.18142590426
2005-02-11,110656.0887495794,128029.14088129181,118051.9275088473,119443.74363402615,113872.65735512396,112508.81567208968,113840.21048887988,116660.02483362956,123425.30916187627,117496.98584164273
2005-02-18,110307.91630269206,129545.07691396122,118763.10824545874,119995.43918963619,113635.00819184782,112368.56975485792,113863.61878211513,116895.68195023444,124393.25221464789,117541.3490501076
2005-02-25,111260.85293547247,133689.24370280182,119640.09521121792,122482.73896916621,115030.6604028587,114179.2929622164,115618.27790023143,118873.62615901449,127583.19240310746,119462.99391232837
2005-03-04,112451.96156759649,134138.82746059468,120245.10941378502,122661.13578480933,114994.57311752645,114237.43358839546,115651.97902737245,118965.21329096642,127877.58339052381,119503.23819098863
2005-03-11,110307.91630269206,128329.72495749024,117358.01224220778,118463.5138068644,112029.45134109411,110809.9580556599,112669.90611553959,115283.02907558205,122982.86153265456,116051.33424331051
2005-03-18,109039.44062006357,128654.61272417022,118105.53313223296,118465.93121216945,112218.2786693616,110956.6288347263,112943.19411570995,115397.82842835395,122815.7259891887,116096.64422287111
2005-03-25,107751.64389442606,127878.3458371442,118288.26800124797,119073.1327637286,112331.62216516884,111126.9129265066,112799.03708657844,115640.19516939278,124032.69510226703,116797.87900172024
2005-04-01,108018.39860565263,129073.91648819478,117976.92101295252,119322.82077506608,112919.5277283549,111607.36737227955,113585.95570827682,116149.32492588786,123840.59054639233,116961.38186075895
2005-04-08,108542.76031712616,129122.7370562365,120841.11723316496,121463.62865592983,114111.16261098946,113197.45249241845,114411.63967419359,117730.50208568954,126820.44590891656,118867.78861391977
2005-04-15,105001.3115517667,130787.29554028832,115498.39263304978,117945.67277479406,112900.87757072838,110957.88431834868,114364.96598684417,115909.31424179282,120441.53068532965,114940.1188775842
2005-04-22,106307.52801706632,130963.80694901066,115654.27003616148,116893.33275618193,112280.8758533816,110361.32821641814,113736.92414304425,115199.93598614237,118796.45517729479,113701.78568593707
2005-04-29,106473.01559938536,131579.873749588,116749.83795118898,118392.71205512833,113379.57319384819,111383.9782093093,114849.86929170867,116420.02116975554,120740.21898012515,115237.08073035667
2005-05-06,107705.66706393081,131505.82135250568,120533.96007032772,121122.28952895952,114885.88931004243,112681.84024067114,115752.36009993794,118268.03766852083,124894.93367820198,118144.08851448381
2005-05-13,106445.45850855226,132325.6934274139,117773.7079754411,118813.89610303556,113978.74301548835,112060.73957576517,114264.12173234967,116787.36413127788,121359.71668479373,116185.51264046045
2005-05-20,109572.97076213382,132894.98731245767,121997.14899688723,123171.71442059058,116590.97902936568,115366.96266656506,116882.89823388336,119889.6512481526,127751.67561858306,120802.17309278162
2005-05-27,110612.40143678113,138148.93699142188,124277.1295066403,126520.50228335372,118681.22045071423,117393.78748421474,119379.23718748224,122648.73208914445,131913.46302788585,123506.51006733878
2005-06-03,110520.37525713044,137410.57286267728,123980.23261174948,126327.14535309726,118839.54802637344,117554.00627430285,119411.93967959732,122619.55257457389,131492.11746150625,123501.06367136953
2005-06-10,110566.42460628586,136863.865742233,124769.38275061034,125858.34737674765,118422.39246489097,117142.505838296,118983.89674931276,122175.60996110331,130988.79020066287,123055.60825804844
2005-06-17,112084.02260593114,138349.25144406385,124151.89150448868,126632.7757139277,118733.64120919457,117529.76216714826,119451.95614427853,122733.23585023865,132063.5029171212,123587.88012609383
2005-06-24,109885.93021964452,137212.46606061378,123469.09476326626,126448.78420400481,119163.44711553311,117657.10352115863,119884.36229094127,122835.58682008741,131481.72259016606,123733.39543795997
2005-07-01,110393.861274704,136171.05069643547,126486.34670452493,127976.2853727867,119577.91720837295,118282.65831921324,119843.01744324609,123700.49197048039,134006.95945164043,124991.57601356962
2005-07-08,112047.05880890379,135975.72286612474,128618.44028830838,129414.72649476492,120243.59657794586,119063.43754275658,120132.46770425292,124575.0232729297,136396.77240438995,126554.04185900716
2005-07-15,113450.85431125508,139775.4482846353,130790.0723061,130919.48571642132,120839.0902578849,119682.98930786904,120331.41735836664,125476.05632695567,138876.2540380536,128004.68064433831
2005-07-22,114097.36852574124,138530.16374660653,129784.9355076404,130215.76106464099,120403.0687765329,119239.75103048398,119991.7261519564,124931.46728572287,137926.47238417005,127366.88599211104
2005-07-29,114282.10463240911,135795.91395799053,128884.03032678386,128561.34594278187,119296.6866029978,117934.42334839058,118889.12380024538,123601.51648043955,135772.32346563195,125848.18791616609
2005-08-05,113487.82846809096,136105.86145544675,128846.4083445756,128346.93794944826,118862.10688464661,117621.27226883027,118560.39226894728,123252.374936742,135768.04360057772,125583.06862921502
2005-08-12,113653.9997977765,137076.064271006,129693.39822829352,129317.81852978042,119787.16361189164,118523.84530424963,119483.10087076969,124200.46462019198,136770.53025996903,126539.12858863542
2005-08-19,113109.12566530691,136258.77690454203,129296.42453772594,129200.6402244022,119926.39275262157,118539.02689446528,119621.9765980545,124257.05581620624,136368.95363416054,126430.93078074607
2005-08-26,111529.8764447789,135877.96938325322,129378.29016425154,129125.15602543556,119988.87543245987,118535.27919132597,119684.30067446377,124264.90880936425,136164.4195484045,126388.11756241681
2005-09-02,112924.44135768192,139747.3273884845,131051.4003880858,131914.35458184002,122168.20325896393,120891.96715790761,121858.09658608856,126698.86200771245,139493.4843539562,129021.63388084379
2005-09-09,115076.3911565359,144983.09973480555,131125.25498434814,134301.46880116602,123195.74943141808,122490.74572420308,122883.03447818608,128272.78909407734,143136.9535083162,131078.71761471487
2005-09-16,114545.92751780643,140900.20719326116,129099.74181230828,131555.29487169348,121257.37135851696,120510.23107514273,120715.54279508763,125962.34234820041,139739.97910117763,128635.6026197323
2005-09-23,112635.2991001056,137758.97283687384,127182.04226015876,129860.51271585513,120392.6530884942,119585.3492761963,119854.68844733837,124713.98415318104,137379.7386908978,127262.41069631628
2005-09-30,114119.30024051332,146221.18192377797,131270.93144612224,133951.81910452122,122384.46123141621,121606.37356964697,121837.59635984457,127550.15072589472,143410.65352130999,130848.7542125549
2005-10-07,110937.94806172124,144263.6906936586,131104.5123866164,132756.60821147414,121702.25146067736,120922.36347443468,121007.33941836731,126604.5930811327,141851.57751727416,129908.4099347921
2005-10-14,110066.11837034408,142771.28455514577,131235.78432628993,131621.7854389469,120734.816201147,119964.96615031008,120085.69317970159,125578.10006229852,140540.26059214544,128780.64323618951
2005-10-21,109565.2837841646,143537.35929902404,131939.96248213327,132327.78300839296,121432.99039688143,120660.81363128986,120812.05059786988,126294.64416535114,141212.82054236185,129442.28944620425
2005-10-28,111114.23056458471,142249.04203260597,130755.73746485276,134222.68466930566,122084.72975955927,121296.46486253888,120499.04183186432,126972.47636423656,145763.42206083093,133098.53684011873
2005-11-04,113256.7011385844,152208.20986268576,136296.54779141827,138114.41080849883,123955.31190074097,123100.15825397953,121430.03413066608,129377.84407868223,152306.13672144484,137362.06799726462
2005-11-11,114787.0831420222,164930.8732383237,142306.31439390162,144985.14459515296,128024.3193972433,127632.774485227,126329.31458330809,134531.6123889011,162017.76974958976,143678.88542446846
2005-11-18,116057.7551040705,166637.60220373372,142837.5254590836,146038.38323908998,128756.95327777091,128461.562626149,127138.81754191555,135387.40398477702,163401.68738763564,144673.40581460542
2005-11-25,117912.7306300587,168483.97719571475,144479.48831676354,147307.189890812,129721.62194070184,129500.83850142086,128158.9444819957,136468.82021087687,164983.24828392113,145891.90217359475
2005-12-02,117653.06202790354,170943.5364454172,147293.94943946865,148499.08028131732,129987.41960339653,130157.419055197,128686.27957461876,137253.45349734375,166797.345535218,146514.8057830932
2005-12-09,117170.77149908914,173873.92336547532,147850.54543433196,150071.7589571315,130843.58644659031,131275.2780383633,129533.87641192744,138423.0461376717,169029.16911948522,147841.29538485594
2005-12-16,117819.85494610413,172531.99744531405,145860.1987218843,149799.80131077065,131078.6874664206,131274.26890026854,129766.62413211812,138430.35496250298,168297.79192901542,147778.1799058002
2005-12-23,118192.81841493273,180165.039250429,149652.75209494046,154525.77035907874,133669.12308722598,134642.1768196915,132854.01734336434,142165.32698254043,174560.84145780903,151338.7618435792
2005-12-30,116094.89501784374,173405.37071054924,146712.56808277342,150995.3006239181,132086.08160573768,132306.80076355248,131280.62914735088,139622.50305351306,169454.69010135363,148744.62246050328
2006-01-06,119759.26291205104,176667.2247020207,147802.27355301648,152597.92063028246,132946.6589354745,133439.94131599934,132135.95873169738,140769.20902795016,171828.57401257937,150187.8833956988
2006-01-13,119983.02441765442,190795.27204798948,154942.33253207355,161048.74508231005,137273.53795650604,137244.8792592616,137467.95819223355,147319.2729453775,183230.38338679585,156336.2527933349
2006-01-20,117456.21530500104,183228.31474237703,152709.57213058943,156709.6922948704,135196.1397883076,135459.91760327513,135387.6178091875,144024.3534293795,177253.57244535116,153291.85277186983
2006-01-27,119852.50118930604,187925.8193709538,153839.95259958928,158249.25617220506,135455.41068750943,135386.3790704259,135171.49982363242,144772.23531327315,180155.9790815548,154528.50269973403
2006-02-03,117735.9612161918,179787.04801744336,150886.13136575336,154423.46113960154,133476.48601162527,133767.70870869752,133196.7229201512,142083.53639080925,174372.83418459402,151121.1644796169
2006-02-10,118080.92212241812,177982.4274712116,150631.67799230866,153211.08620866013,132574.4930256485,132883.32654057132,132361.34132230096,141059.03663001792,172845.90661956219,149971.43099901412
2006-02-17,120104.28597712885,183844.1821924128,151934.61032017868,155802.55048412923,134108.9499356467,134322.63565547153,133500.65626687976,142891.24331745482,176842.26779964828,152686.06606198003
2006-02-24,120663.75707989318,193763.74783668332,156454.3311425594,160350.06341596274,136362.42455645752,136514.2230516795,135743.9095389646,146025.28840706818,183818.20040381554,156722.4120157967
2006-03-03,120057.61503945844,198957.0043653889,157812.21322388353,162495.2659246818,137068.07803359732,137393.68761598415,136446.36230099408,147359.82085120303,187328.0940849427,158325.5981088709
2006-03-10,119899.14104755069,194391.05558559543,155821.67419909,160357.00473488626,135813.39731627252,135860.8811474644,135197.37258592556,145809.29381572304,184126.70905792617,156257.86267777285
2006-03-17,122276.25092616687,200290.2396764347,160875.76364040797,163563.0979908993,137825.70517572708,138225.55220392428,137511.61274518873,148282.36459914342,188597.68133815832,159202.24216805166
2006-03-24,121892.4718171767,195852.3878413062,157629.4632046713,161124.41691468592,136698.28838640582,136629.75583361136,136070.38470926607,146458.2485411561,185175.6402144951,157506.20816153238
2006-03-31,121536.72635021458,199231.5667726609,159576.1101372214,161914.4353788427,136524.392499469,136823.4067455665,135897.28758775737,146646.55973045152,187030.90036308212,158062.34291883907
2006-04-07,121265.2372064652,190136.84367722552,156506.924236107,157410.19533877427,133943.60872960213,133639.82728122576,133328.3582722376,143332.89714819397,180446.62302553424,153978.40829823114
2006-04-14,120488.28264209928,191525.38851160437,158953.59427359104,157634.0556592605,133811.8611591402,133660.2826281258,133197.21586505108,143309.7199196756,181129.29012806932,154188.24160420813
2006-04-21,122772.44431810081,202243.25621594442,163921.47442775825,162157.35316835353,136435.42754358298,136888.26580415433,135136.19306089735,146464.54544294416,188240.12495540074,158924.0721040609
2006-04-28,123071.97746368684,198356.59113226825,160919.8192518492,160362.2453205933,135480.87709078845,135684.79960812186,134190.73251155432,145192.6796566111,185520.9940894901,157308.62962923854
2006-05-05,124054.94718155192,206109.57275385308,165040.04826098835,163562.1990391009,136888.35533170382,137739.50041753525,135584.80775079224,147276.34453412288,190693.148597742,160113.25459879488
2006-05-12,120984.45531441605,201298.42036474304,166717.58027112405,161104.6640578175,135400.88917423325,135956.36950589603,134111.50629642268,145422.2963963304,187170.97989452034,157855.51363144894
2006-05-19,118981.08589027222,201725.55703823082,167684.62892153693,162036.21076916653,136386.56111587747,136967.39522574656,135087.79197382266,146406.5260897686,187978.18291734942,158774.10936652657
2006-05-26,120179.38422955347,206235.4784706721,167204.2542041395,163854.60118847646,137410.9049783812,138034.525042908,135823.8354273418,147650.0764908328,190898.6033044017,160686.84654719938
2006-06-02,120759.77178584869,207513.80961697933,168531.15267774469,164811.9630656401,138189.3275747744,138815.29939130624,136593.26739230898,148497.37887041827,192042.09907737447,161619.35015365155
2006-06-09,117342.94115794482,195618.1304949869,163880.54314522207,159716.57426430917,135741.6924789128,136363.63464106014,134173.9020115279,145054.9807742463,184004.16030543143,157096.89932349723
2006-06-16,117203.38417651124,194073.36004626483,162586.4002172088,158400.23720704377,134602.31981859996,135217.44511792428,133034.74205204457,143841.47431270315,182526.2600733976,155815.03778768957
2006-06-23,117005.91586509378,192974.9189679176,168750.92704702943,160941.79752287382,135595.55667411187,136186.1487518223,134016.41167740975,145233.11203453143,187293.41388455723,158615.18785257344
2006-06-30,119676.2704854855,194525.0739791567,170106.49230189394,165364.29550349765,138278.20034228603,139012.99358635824,135903.94861882972,148213.08905393866,194820.09044464072,164149.0473599617
2006-07-07,119046.28016569064,194799.05487485565,172145.14656225266,166583.9048516548,138997.47999887762,139674.7195693601,136610.8781655697,149139.72565248513,196552.01255513035,165222.74233021855
2006-07-14,116140.8925679562,195329.4823875769,167538.88765392615,162131.12746841213,137159.2813577332,137279.76806032856,134058.80172441367,146194.07260124295,189448.54686890132,161662.83571751096
2006-07-21,116545.17373813386,195942.2809531669,173063.7069484737,165800.28015464047,139215.01525247493,139188.18843803884,136068.06584321987,148681.2145506732,195418.8049499667,165595.96024324335
2006-07-28,120334.47056405428,197298.89327779185,174261.91877212643,168610.29011915656,140894.57980448136,140764.55733370574,137709.6639110424,150608.01813653333,200048.38952047584,168838.9533298093
2006-08-04,120541.28342281442,198734.27432974143,170089.52644528996,164252.36025163202,139258.42089662325,139725.631585325,136110.4903046562,147681.76436106671,193220.75409173113,165721.2030485563
2006-08-11,119422.42409575448,197716.2836962844,160092.25292167897,155023.68690730067,134369.44402482733,135658.67356886677,131332.0285439685,141207.6445806107,178990.40894452052,157186.2658145824
2006-08-18,122882.49656468748,200021.15183386716,161956.60037821738,157893.1050771635,136366.03815232715,137640.78413767056,133477.2009029441,143554.95105181972,182758.73932260604,159875.45916271736
2006-08-25,122055.14153156096,200413.7255220256,160069.0125544121,155542.3123392275,135346.41665363073,136803.0057574709,132079.48053363437,141967.43675525673,179093.91890697967,157949.96354223028
2006-09-01,123568.93748145594,201523.64086378535,159928.326082838,157260.7308224413,136488.5729362382,137939.69475703634,133194.06791780636,143344.46543484193,181398.13652695515,159536.79570638647
2006-09-08,122497.01844708958,200929.96256494572,158550.27949275333,155790.4145657876,135612.16731841938,137082.91744527104,132338.8166182134,142221.18431397527,179331.99551153718,158224.52706032596
2006-09-15,124622.35389769152,201168.2646852476,166219.03477807058,161630.04883564037,138623.92702331033,139996.422655427,134279.60141715565,146121.9254009619,188742.52201055185,164095.72422410172
2006-09-22,124159.62268748353,199724.15044620057,165165.6127917164,162243.8132232762,139772.77478749742,140993.73562526645,135690.19302129193,147108.75804862115,188627.49799516628,164737.0446647769
2006-09-29,126152.25934993444,198484.44706577063,164384.51633600888,161654.25538303168,139384.7641631279,140562.2278192834,135378.1771120036,146666.9548487155,187754.01301310997,164107.02564419335
2006-10-06,127502.7639969302,202368.7206106863,165419.2186895193,163359.5449513425,140086.7562276894,141458.83201915774,136059.99055566094,147796.33202150278,190455.82914989497,165490.94565524897
2006-10-13,129032.69016879029,209922.7773012951,168605.57649382355,166842.131357445,141391.14621710582,143625.26254947143,137931.9617837507,150147.12059362183,195846.98878011946,167988.62811636433
2006-10-20,129231.02870412884,217800.3627324804,173224.5205987707,170395.51896561414,143255.2187724137,146101.4843870003,139750.42914426042,152631.27040198748,201334.59146053606,171263.52766728096
2006-10-27,130241.52443340136,219420.4820554811,173547.67468394584,171774.13335972512,144460.95973310014,147307.36265095504,140906.41918891878,153895.31291546565,202909.13981338302,172661.5742261248
2006-11-03,128947.66721974232,212046.43375181768,169201.84584895623,168445.94772191238,142689.92964934424,144977.33318681558,139178.9662643435,151555.02227051728,197781.5714121399,169589.2213176917
2006-11-10,130553.17855503048,216700.2392318537,170236.89001758271,171031.5265363154,144495.046856276,147007.03275780365,140754.16590839726,153612.03443607528,201341.3324303009,172181.0472644848
2006-11-17,132611.91079624664,216931.79879892562,168661.21254909827,171141.04167535383,144541.16016853778,147077.5561155486,140815.8292402608,153688.15350795636,201507.89178800455,172262.623178969
2006-11-24,132545.85665671574,216222.2394935737,168392.81724240765,171071.97500246917,144793.66269943316,147191.007626296,140949.6671901577,153775.12404538272,201174.37054668635,172385.1886163629
2006-12-01,132423.06184557092,213439.09942789644,167467.07142777494,170396.46240672053,145011.46365871863,147090.9289834118,141161.68594949186,153601.22723608222,199615.6120230715,172065.29963229972
2006-12-08,133556.34202617963,225033.80532514563,171843.34332404533,175361.46009003828,147004.91832657534,150244.91090633548,143980.0464796336,156855.18281381877,207572.7659383618,176062.4184894101
2006-12-15,135174.09865521398,221223.38318862885,170767.700839752,173362.5726552534,145939.4011540225,148844.114217587,142936.45410343708,155360.7295854541,204705.31153854847,174434.44662739304
2006-12-22,133664.23943258086,218335.47863845143,169624.88771979226,172042.72905134808,145225.36725271092,147913.40149831274,142409.94023225253,154425.5276076844,202685.49363035444,173211.89888479293
2006-12-29,134490.43416714596,217692.60039341977,169169.53717770745,171384.66857044725,144617.57002696738,147320.99479588712,141788.59352605938,153798.23023618857,201981.8796759117,172547.8257586108
2007-01-05,133464.75095848952,215832.0542013884,170660.6519403773,170831.66517934058,144535.61732723642,147041.57363551474,141708.2439666777,153541.6192490556,200885.0593918093,172841.22799920593
2007-01-12,136028.88646147065,222806.89926090016,173466.46049344985,173118.60719271298,145351.29538204116,148440.71450966576,141966.06878704368,154814.32462787276,205101.0201331062,172711.17612448122
